experiment_id,signal_date,code,name,setup_id,candidate_event_id,candidate_event_sequence,entry_archetype,signal_selection_mode,entry_mode,status,fill_reason,expire_date,audit_tags
S6_EXEC_E0_LEGACY,2024-10-31,600415,小商品城,s6setup-972b529ace9e37bf0db0,s6event-f9f7a9ec98b9e48f99c9,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-05,[]
S6_EXEC_E0_LEGACY,2024-10-31,688658,悦康药业,s6setup-ad8817890ee0b72512c3,s6event-7b6d8f049b22a60f029d,4,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-05,[]
S6_EXEC_E0_LEGACY,2024-11-01,300139,晓程科技,s6setup-06fe080981f712a2689e,s6event-69df3a7c103f9a68ab46,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-06,[]
S6_EXEC_E0_LEGACY,2024-11-01,600326,西藏天路,s6setup-f5d42d94a6ae9189bdc1,s6event-2f56f6cb87bd3fbcfcc4,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-06,[]
S6_EXEC_E0_LEGACY,2024-11-06,002130,沃尔核材,s6setup-b3bfe3b0c2577df77662,s6event-44ba49386672a162979d,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-11,[]
S6_EXEC_E0_LEGACY,2024-11-07,002130,沃尔核材,s6setup-601520cd7eade1a86625,s6event-44ba49386672a162979d,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-12,[]
S6_EXEC_E0_LEGACY,2024-11-08,002130,沃尔核材,s6setup-0ea994a0114ea261040e,s6event-44ba49386672a162979d,3,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,002600,领益智造,s6setup-683787f79104f8ee2e19,s6event-59d8b9663583928e9f7b,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,300067,安诺其,s6setup-00fcccb83fb3b2701a5b,s6event-759b48ea271bddf08145,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,300192,科德教育,s6setup-18e91cf1670e563726d6,s6event-c1b0c52aed9ab19c2f1c,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_STRUCTURE_FAILED_BEFORE_ENTRY,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,300303,聚飞光电,s6setup-481bd3cc8486c5ed323e,s6event-2b2a4a9c6ed612eabecd,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,300397,天和防务,s6setup-5c56c4f571876e4504e9,s6event-5cc0f359029d713c665a,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,600601,方正科技,s6setup-a3a1e64d42ee99d21b57,s6event-adc123d11dc69d2a7f2a,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,600990,四创电子,s6setup-bc80c558b01b30a21e16,s6event-2ced8214ece184e0ff11,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,603893,瑞芯微,s6setup-a63db8c9eb7d11d047d3,s6event-e8e2c08883a4e9b3aadb,3,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-08,688252,天德钰,s6setup-99a79916c8c7e6f3c311,s6event-cc4e1f772400fe4f601d,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-13,[]
S6_EXEC_E0_LEGACY,2024-11-11,002130,沃尔核材,s6setup-3dc4536bdb7bfa83e949,s6event-44ba49386672a162979d,4,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-14,[]
S6_EXEC_E0_LEGACY,2024-11-11,300061,旗天科技,s6setup-da799d9c466c9a1bd1c9,s6event-31f5373379c3781adcbd,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-14,[]
S6_EXEC_E0_LEGACY,2024-11-11,300284,苏交科,s6setup-c755ba4efb03e1e282b2,s6event-4330e2e4a423e80f8d8e,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-14,[]
S6_EXEC_E0_LEGACY,2024-11-11,600990,四创电子,s6setup-f60a3a82f18a788290ae,s6event-2ced8214ece184e0ff11,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-14,[]
S6_EXEC_E0_LEGACY,2024-11-11,603486,科沃斯,s6setup-6898d3a1d4a6f35be2f0,s6event-c8a6b02b3aa5854e7b49,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-14,[]
S6_EXEC_E0_LEGACY,2024-11-12,300046,台基股份,s6setup-80d778573b45a6448eaf,s6event-10a57412646a78fedf11,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-15,[]
S6_EXEC_E0_LEGACY,2024-11-12,300102,乾照光电,s6setup-5c64756c89da797ce137,s6event-1f338a529659d92e3327,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-15,[]
S6_EXEC_E0_LEGACY,2024-11-12,300292,吴通控股,s6setup-01f82f10d02fa98a0dc6,s6event-70d3ed881f506535acd7,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-15,[]
S6_EXEC_E0_LEGACY,2024-11-12,300397,天和防务,s6setup-d1889779ea60fdef1231,s6event-5cc0f359029d713c665a,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-15,[]
S6_EXEC_E0_LEGACY,2024-11-13,300008,天海防务,s6setup-6690c342fe613eb7b44d,s6event-923e8700c8c748825ae6,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-18,[]
S6_EXEC_E0_LEGACY,2024-11-13,300085,银之杰,s6setup-e42a370d8980d8402bcb,s6event-30992034cfbdfeb2ceb9,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-18,[]
S6_EXEC_E0_LEGACY,2024-11-13,300424,航新科技,s6setup-be858b46ff0d049233b9,s6event-4078c31fc7789642ae88,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-18,[]
S6_EXEC_E0_LEGACY,2024-11-13,300570,太辰光,s6setup-38a6a6d341095f048664,s6event-6177b2a0e001adb36e64,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-18,[]
S6_EXEC_E0_LEGACY,2024-11-14,000829,天音控股,s6setup-085cfe806f3931768d77,s6event-e833f826186a061d7954,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-19,[]
S6_EXEC_E0_LEGACY,2024-11-14,600843,上工申贝,s6setup-85db4a2ab7750e044af3,s6event-ac4622bd39b6183386ea,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-19,[]
S6_EXEC_E0_LEGACY,2024-11-15,300776,帝尔激光,s6setup-c76fc897bc2b7cd6f146,s6event-cf4328f2cab914cc501f,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-20,[]
S6_EXEC_E0_LEGACY,2024-11-18,002281,光迅科技,s6setup-b8d2a449d0045b5a5ce1,s6event-060a9ace70fcc7fa9928,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-21,[]
S6_EXEC_E0_LEGACY,2024-11-18,300776,帝尔激光,s6setup-8c07e4dcf09a7e8c17bc,s6event-cf4328f2cab914cc501f,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-21,[]
S6_EXEC_E0_LEGACY,2024-11-19,300059,东方财富,s6setup-f33f2ffc7cab91125159,s6event-02c8f8adf967ca8e97ef,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-22,[]
S6_EXEC_E0_LEGACY,2024-11-19,600879,航天电子,s6setup-9543c99369764b5ccdd8,s6event-59d981c25ba6c9e7261a,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-22,[]
S6_EXEC_E0_LEGACY,2024-11-20,002273,水晶光电,s6setup-5be11763ef3d6bd00c66,s6event-e5f061fa741c93e4e351,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-25,[]
S6_EXEC_E0_LEGACY,2024-11-20,002281,光迅科技,s6setup-e1af045107ab081f5b6e,s6event-060a9ace70fcc7fa9928,3,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-25,[]
S6_EXEC_E0_LEGACY,2024-11-21,002273,水晶光电,s6setup-52ee156bbd13078c93bf,s6event-e5f061fa741c93e4e351,3,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-26,[]
S6_EXEC_E0_LEGACY,2024-11-21,002281,光迅科技,s6setup-245f99defd9d51049930,s6event-060a9ace70fcc7fa9928,4,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-26,[]
S6_EXEC_E0_LEGACY,2024-11-21,603920,世运电路,s6setup-d587b9f81f181660d2f5,s6event-40ebcbaf0797fa9c62fa,3,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-26,[]
S6_EXEC_E0_LEGACY,2024-11-21,688015,交控科技,s6setup-379b47d4a8f9a2b84d9b,s6event-dd14f44988f6dcbe85de,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-26,[]
S6_EXEC_E0_LEGACY,2024-11-22,300857,协创数据,s6setup-42f12e312df88455db31,s6event-ed3ee52d627c38eb96e7,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_STRUCTURE_FAILED_BEFORE_ENTRY,2024-11-27,[]
S6_EXEC_E0_LEGACY,2024-11-22,603099,长白山,s6setup-f5596be19bb7272c4656,s6event-4e5be90ee4ed8e45b2a1,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-27,[]
S6_EXEC_E0_LEGACY,2024-11-25,002979,雷赛智能,s6setup-313394d2517122d09fe9,s6event-ecd2f2d68aef3fd30d77,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_BELOW_BUY_ZONE,2024-11-28,[]
S6_EXEC_E0_LEGACY,2024-11-25,600010,包钢股份,s6setup-dbea198c47162c06a439,s6event-6430e928249ca2be0c85,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-11-28,[]
S6_EXEC_E0_LEGACY,2024-11-25,603099,长白山,s6setup-7b16baa68ddbd2d18b34,s6event-4e5be90ee4ed8e45b2a1,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-11-28,[]
S6_EXEC_E0_LEGACY,2024-12-03,688299,长阳科技,s6setup-43afa70145b72df89eb9,s6event-4095879fec5110746473,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-12-06,[]
S6_EXEC_E0_LEGACY,2024-12-04,688116,天奈科技,s6setup-ae1919e95f7b3d37f2ad,s6event-f4c18c3aeeff2d55f5aa,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-12-09,[]
S6_EXEC_E0_LEGACY,2024-12-05,300622,博士眼镜,s6setup-0016297a5a560bad3b35,s6event-4849622c6aaa4bdecfcc,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-12-10,[]
S6_EXEC_E0_LEGACY,2024-12-05,688027,国盾量子,s6setup-cc6c31f79103fda91a9f,s6event-10ab4ad3674026702744,3,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-12-10,[]
S6_EXEC_E0_LEGACY,2024-12-06,300131,英唐智控,s6setup-8d7f3cd60a44c38e966c,s6event-bea5055d3221e44e3dad,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-12-11,[]
S6_EXEC_E0_LEGACY,2024-12-09,002245,蔚蓝锂芯,s6setup-7cfb7c6ade0dd98f80b1,s6event-07d0cf57454c7cc4184c,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_STRUCTURE_FAILED_BEFORE_ENTRY,2024-12-12,[]
S6_EXEC_E0_LEGACY,2024-12-09,600104,上汽集团,s6setup-16907d8b1e8abc6aa0b4,s6event-06d62bae53a90fa01174,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-12-12,[]
S6_EXEC_E0_LEGACY,2024-12-10,002245,蔚蓝锂芯,s6setup-bb09aca5ea8ef855f0f4,s6event-07d0cf57454c7cc4184c,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_STRUCTURE_FAILED_BEFORE_ENTRY,2024-12-13,[]
S6_EXEC_E0_LEGACY,2024-12-11,002194,武汉凡谷,s6setup-3612f5ac72a5762c6014,s6event-fdf3abf19eddc202c642,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-12-16,[]
S6_EXEC_E0_LEGACY,2024-12-11,601360,三六零,s6setup-6271e09715fb99b07d7c,s6event-b169413ceb6d517710ae,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-12-16,[]
S6_EXEC_E0_LEGACY,2024-12-12,603078,江化微,s6setup-5e35a695f2bd5244a9c7,s6event-6f59b3c69b820faa0c8c,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-12-17,[]
S6_EXEC_E0_LEGACY,2024-12-13,300377,赢时胜,s6setup-861e18604179a7947c08,s6event-6b7d949c83b5b7968218,1,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,FILLED,FILLED_FROZEN_PLAN,2024-12-18,[]
S6_EXEC_E0_LEGACY,2024-12-13,601615,明阳智能,s6setup-8d97ee6c589ea1ecf708,s6event-5009bb16d6aef0b8fd99,2,SUPPORT_PULLBACK,LEGACY_SETUP_ID,FROZEN_TRADE_PLAN,CANCELLED,CANCEL_OPEN_ABOVE_BUY_ZONE,2024-12-18,[]
